n,r,theta,phi
124,1.0,37.812232981193915,169.79602627826833
125,1.0,38.88088066071105,172.28763849579596
126,0.9999999999999999,38.674162123304384,173.01151027001657
127,0.9999999999999999,38.18000589022073,175.3444925719864
128,0.9999999999999998,39.63825218049346,176.06710372776948
129,1.0,40.48961513186863,177.20859652450775
130,1.0,42.972757228234414,178.19134958301993
131,1.0,44.321741755478044,179.34447048640968
132,1.0000000000000002,45.26240671491653,-179.72281711638138
133,0.9999999999999998,49.02463694205919,-177.2535993226558
134,1.0,51.10326338248585,-176.246810168841
135,0.9999999999999999,55.229333320089374,-176.8105597192878
136,1.0000000000000002,57.388967983176165,-176.36185284557462
137,0.9999999999999998,60.78978739093817,-174.10402031469252
138,1.0,64.3652969366738,-173.55972044504367
139,1.0,65.34407539125387,-171.88062652272626
140,0.9999999999999999,67.56913870295543,-171.55100049627788
141,0.9999999999999999,68.9085997474592,-171.44144847010136
142,0.9999999999999999,68.9085997474592,-171.44144847010136
143,1.0000000000000002,67.95266912117893,-172.79884312513772
144,1.0,66.84668651936738,-172.96598752217102
145,1.0,64.56293576801569,-174.21069868676923
146,1.0,63.6050746266119,-175.60916440383323
147,1.0,63.6050746266119,-175.60916440383323
148,0.9999999999999998,62.67086715564822,-177.3259530559559
149,0.9999999999999998,62.67086715564822,-177.3259530559559
150,1.0,61.46887414417932,-178.79881289299396
151,0.9999999999999998,59.3205392074028,-179.56096047431834
152,0.9999999999999999,57.113821808748604,178.2460361894328
153,1.0,56.12450321228128,177.59691095605487
154,1.0,54.966883528369685,175.8907604483092
155,1.0000000000000002,54.02134776665438,175.17473734717885
156,1.0000000000000002,52.967965220608384,174.8532649290745
157,1.0,51.9955159256167,172.57549022366797
158,1.0000000000000002,50.90333534020859,170.64702074990674
159,1.0000000000000002,48.84110340533827,169.84461748926316
160,0.9999999999999998,48.02767430467734,168.93612425281157
161,0.9999999999999999,47.662373309351,168.65036151742748
162,1.0,46.992808752409026,166.82032450406402
163,1.0,44.89043135770195,164.96451286181622
164,1.0,43.156957857067546,165.4555897224373
165,1.0,42.461655603217174,164.32047587758078
166,1.0,41.00492971339768,164.13578828776852
167,1.0,39.663867516263885,163.02713161301116
168,0.9999999999999999,38.213876619998025,162.67656366112988
169,1.0000000000000002,37.63247905997075,161.29124885791555
170,1.0,37.59214289252509,160.07165029539144
171,0.9999999999999999,37.077094598682905,158.63127979152367
172,1.0,37.0945169205153,157.3735629277038
173,0.9999999999999998,35.74801694024088,156.61477894278624
174,1.0,33.252215781597926,153.8999560069473
175,0.9999999999999996,32.33303678204167,149.53338228658592
176,1.0,30.18152356998974,145.79698036174645
177,1.0000000000000002,29.439166972561225,142.38905033016093
178,0.9999999999999999,27.51537583276047,140.3978864051523
179,0.9999999999999999,26.30937194503764,137.49351912575256
180,0.9999999999999999,26.072865819485592,133.17134791743345
181,0.9999999999999999,25.3801047229619,128.89390615271577
182,1.0,26.74329598418118,127.23038740319201
183,1.0,26.59536482857088,126.44064725034443
184,0.9999999999999999,28.017712036260942,125.11696190561811
185,0.9999999999999998,27.909993375615898,124.39089837624219
186,1.0,28.813132975877092,121.71341654754693
187,0.9999999999999999,29.455709559263962,118.81079374297306
188,0.9999999999999999,31.297475187471385,114.49971930290116
189,1.0000000000000002,33.00262482755834,111.88869141200061
190,0.9999999999999998,34.289604727761294,110.10880473045707
191,1.0,34.34574314544192,108.14894897112694
192,0.9999999999999999,34.874082073190266,106.67246067344888
193,0.9999999999999999,35.025721167482885,107.84481491355707
194,1.0,36.04932905362067,107.50791355314982
195,1.0,35.773900388890965,109.72245199889788
196,0.9999999999999998,37.26232414671019,110.36260166842142
197,1.0000000000000002,38.792983611469815,112.3761737840239
198,1.0,41.826407312279386,109.8089133065812
199,1.0000000000000002,43.62039153598602,109.59988435628628
200,1.0000000000000002,45.0830235393089,110.08287211059681
201,0.9999999999999997,46.64898969193822,111.76932898605747
202,0.9999999999999998,45.26914866955581,115.99139545757554
203,0.9999999999999998,44.30414720142469,119.53640449600404
204,1.0,43.267050592102805,125.3659938670617
205,0.9999999999999999,42.42469516512295,126.89038542333599
206,1.0,42.63104301513982,128.28945332172026
207,1.0,44.14430633562286,130.49368022245633
208,1.0000000000000002,46.29204545717524,135.17035364919528
209,1.0,49.41114103167816,141.6307849237696
210,1.0,50.54008220564365,149.75368896709986
211,0.9999999999999998,51.52856225743904,158.88366042446833
212,1.0000000000000002,52.07902614237632,171.5502805974754
213,1.0000000000000002,50.599554142658455,-174.2370287406426
214,1.0,51.7593065371398,-158.881023095831
215,0.9999999999999999,52.73996623179933,-144.39819852987367
216,1.0,54.19460704693311,-133.34058640266116
217,0.9999999999999999,53.493951859309064,-127.2713273818484
218,0.9999999999999998,52.3724312410193,-124.6106425222022
219,1.0000000000000002,51.595847301026225,-125.35576017843754
220,0.9999999999999999,50.816211017648634,-126.10871316508916
221,1.0,52.29519913812437,-126.21382916600199
222,1.0,54.74035354688556,-123.03966699211468
223,0.9999999999999999,56.516531250032926,-119.92588155537753
224,1.0,58.12860401195359,-117.55098690357056
225,1.0,57.7329519617895,-114.85740497442212
226,1.0,57.75181603680704,-110.01623352845603
227,1.0000000000000002,56.67006989223243,-104.91549578742664
228,0.9999999999999999,56.00795388918264,-101.42710159394514
229,0.9999999999999999,55.3216399233098,-101.08835524774324
230,0.9999999999999999,49.610285316842486,-99.8287170825517
231,0.9999999999999998,46.74734863259834,-93.12741946602509
232,1.0,51.71828005971332,-78.88569291190252
233,1.0,60.753081397405204,-66.60786107238052
234,0.9999999999999999,66.49962037633284,-58.587679700972195
235,1.0,66.38158055097483,-54.397990952559844
236,1.0000000000000002,66.47959404522499,-50.205682761051705
237,1.0,66.37234448056077,-47.56403108556925
238,0.9999999999999999,64.90961491738912,-44.35686063635398
239,0.9999999999999999,62.64811446132673,-43.118399871964044
240,1.0,63.770065705868085,-38.541946697926974
241,1.0,64.5819267222252,-34.84048048273488
242,0.9999999999999999,65.69715951850712,-33.968073675474365
243,1.0,66.04431469016873,-30.943495225044344
244,0.9999999999999999,66.63409455979345,-28.454127776937014
245,0.9999999999999997,69.69251087886737,-24.941093344910023
246,0.9999999999999999,72.71213525719317,-22.757777368643286
247,0.9999999999999997,76.73628623023431,-18.942958704434528
248,1.0,78.49112549971598,-17.10272896905237
249,1.0,79.19820869238947,-15.640891081921845
250,0.9999999999999997,79.80503762296497,-13.957443879789778
251,1.0,81.28984415382693,-11.07020257793936
252,1.0,82.80319938351721,-8.184561300397043
253,1.0,85.8657610924983,-6.029849447718974
254,0.9999999999999998,88.76392205855144,-3.9408545744721306
255,0.9999999999999998,89.54185795042534,-2.520647990862646
256,1.0000000000000002,91.72777278469492,-1.9014753782052063
257,0.9999999999999999,92.52491130264922,-0.5099520036280136
258,1.0,93.60761354503094,-0.25149621983518544
259,1.0,93.6242641610522,-0.35943455727240037
260,0.9999999999999999,94.723554725219,-0.25341755722728143
261,0.9999999999999998,94.69173371809998,-0.39946609368269337
262,1.0,93.69646717732806,-1.8684304927933766
263,1.0,93.7736065274068,-4.2839035520988
264,1.0000000000000002,92.51052381364845,-5.627081589876091
265,1.0,91.20005918774247,-5.713436656947475
266,0.9999999999999998,90.97067747557604,-5.754345112637406
267,1.0,93.1343475204458,-5.885987833028266
268,1.0,95.36376606974689,-5.072406796123451
269,0.9999999999999999,97.4043640505162,-5.5497794232187445
270,0.9999999999999999,97.60473518912112,-3.4069905643657123
271,0.9999999999999997,99.37346446223788,0.8975105965591171
272,1.0,103.2015071659168,2.6819318141945274
273,1.0000000000000002,106.87418901664795,4.68433962439231
274,1.0000000000000002,107.01864740355498,5.856013585428958
275,0.9999999999999999,105.89688715460144,6.0052707784188115
276,1.0,103.55634691030139,4.854036628602003
277,1.0000000000000002,102.2582556628616,3.878524502847706
278,1.0000000000000002,102.2582556628616,3.878524502847706
279,0.9999999999999997,103.38310945314052,3.698965043851177
280,0.9999999999999998,105.7970379113457,4.500796321119742
281,0.9999999999999999,108.21071644392137,4.160083067774385
282,0.9999999999999998,109.49966843240958,5.164623580348908
283,0.9999999999999999,111.91252254189172,5.765427448237836
284,0.9999999999999999,115.76206901781207,7.954886449250652
285,0.9999999999999998,120.6045061514835,10.588545634119033
286,0.9999999999999999,123.21860064616479,13.434032633759779
287,1.0,124.30828298196856,13.347123251673175
288,0.9999999999999998,125.29719790845152,13.69799356692796
289,1.0,127.87124947640251,15.05417123830736
290,1.0,131.50417727328409,16.473993938189075
291,1.0,134.9557637790839,18.679279024236106
292,1.0000000000000002,139.92234532017238,22.456938999942125
293,1.0,142.6285032398065,25.798882857203257
294,0.9999999999999999,144.88673408696908,27.500850016105158
295,1.0,146.84562532105303,28.05171254245111
296,1.0,149.83253212774926,29.747727302280285
297,1.0,151.7197015739164,34.32095672022765
298,1.0,153.76161157726233,32.347811804724124
299,1.0,155.1955156710585,29.36519764672937
300,0.9999999999999999,156.4782860222503,32.85194453881445
301,0.9999999999999998,160.3120708018786,36.883516799263084
302,1.0,161.41333645065606,41.65147275506583
303,1.0,162.23304851627262,42.818608657678816
304,1.0000000000000002,162.80048714735364,44.27024462693129
305,1.0,163.17928449137182,41.494166117923704
306,0.9999999999999998,163.9897736257937,42.817104069490064
307,1.0,164.569308787631,44.44494522693003
308,1.0,166.13290183507146,52.18823343929858
309,1.0,166.13290183507146,61.71551682075094
310,1.0,167.33993127200185,61.66395924060171
311,1.0,167.33993127200185,61.66395924060171
312,1.0,166.25578822922355,56.46953033286692
313,1.0,166.25578822922355,56.46953033286692
314,1.0,166.62042733146657,49.11959929135277
315,1.0,166.62042733146657,49.11959929135277
316,0.9999999999999998,166.5375161080978,44.60295816967368
317,0.9999999999999998,165.52001834291423,38.03458150994489
318,1.0,163.54468745137427,32.176734561192845
319,0.9999999999999999,162.66637344505116,23.13585701759279
320,1.0,158.8677206079089,15.04327717385859
321,1.0000000000000002,154.67986416476228,8.837421722700235
322,0.9999999999999999,149.41846197474797,5.424351430960693
323,0.9999999999999998,146.65541195259138,3.290078557138904
324,1.0,143.85243731881235,1.492143971536142
325,0.9999999999999999,140.24620162071338,1.920210855437538
326,1.0,134.19702979197743,3.758555685471998
327,0.9999999999999999,126.25235352013229,0.6564928429913217
328,0.9999999999999999,119.40344082412447,-1.6996727495860626
329,0.9999999999999998,114.56897731040686,-1.5535729231490831
330,0.9999999999999998,111.02454584497656,-1.8169305447071247
331,1.0,106.50028419042465,-0.40839067358552844
332,0.9999999999999999,100.37116731133061,-1.0791540501216725
333,0.9999999999999999,92.85851577202075,-6.771589498409977
334,0.9999999999999998,84.83121007294588,-5.710593137499642
335,0.9999999999999998,78.4301998287065,-2.51095209524028
336,1.0,72.92211471660137,-0.4307872170086287
337,0.9999999999999999,68.8133679609767,2.298015085572081
338,1.0,68.10865529634098,3.308355399792707
339,0.9999999999999999,68.3482100392851,3.7260829777035007
340,1.0,67.95266912117893,1.5962538351287483
341,1.0,68.84053091010723,-0.7807309552821288
342,1.0,69.58709193913495,-4.461677610467183
343,1.0000000000000004,69.66620368357005,-8.895856969663303
344,1.0,69.837943483284,-11.9412063164916
345,1.0,70.22759023346501,-16.142509831623578
346,1.0000000000000002,69.00482661478546,-19.91515553120924
347,0.9999999999999998,68.30823884081254,-24.20971165101662
348,0.9999999999999998,67.4499855292684,-27.178251090758256
349,0.9999999999999998,65.18193438489388,-27.346206303955896
350,1.0000000000000002,59.35316576039948,-29.24695832078364
351,1.0000000000000002,51.644174213652605,-34.12807195437136
352,0.9999999999999999,44.25126685046527,-41.30337872193187
353,1.0,39.887783264237186,-47.687731230685046
354,0.9999999999999999,40.44617309303024,-50.593957176984205
355,1.0,41.17903809724346,-53.367321712704914
356,1.0,41.83686154510545,-58.045637062948614
357,1.0,40.94110547452651,-62.40270413135629
358,0.9999999999999999,40.47646209386694,-68.85591517651615
359,1.0,41.7782606398738,-73.2036457631532
360,0.9999999999999999,44.92122725362774,-74.47850415426198
361,0.9999999999999999,48.64834950178235,-76.9688425373277
362,1.0000000000000002,49.254294232585984,-81.58187436974792
363,1.0,48.96795525195022,-89.16892505300345
364,1.0,48.955757419023435,-93.39105784314823
365,1.0000000000000002,49.95585910107169,-92.62291413469174
366,0.9999999999999999,52.63485869143531,-91.12670063718335
367,1.0000000000000002,53.58218513038603,-90.29767455318763
368,0.9999999999999999,53.607885439868376,-91.70135460532612
369,1.0,54.34946221198545,-93.75994718657661
370,1.0,55.229333320089374,-96.660849458569
371,1.0,55.11626509432189,-98.78429729727432
372,0.9999999999999998,56.72183896975737,-98.1734098134165
373,1.0000000000000002,57.10029221026557,-96.95146291263045
374,0.9999999999999998,57.53608481919149,-97.53573174766689
375,1.0,58.677578216499555,-97.66705741499425
376,1.0,59.82589861744572,-97.73673535902702
377,1.0000000000000002,61.73308805405836,-97.67320789614281
378,1.0,61.570563619640915,-100.3608460725392
379,1.0,60.7359298408933,-102.73780612730233
380,1.0,60.99384558358838,-103.71213402740868
381,1.0000000000000002,62.37356379879227,-102.09475707701212
382,0.9999999999999998,62.608769214958485,-100.7842978675626
383,0.9999999999999999,62.818548910699185,-99.46232220802563
384,1.0,62.325470349946876,-98.69550287742479
385,1.0,63.093236952312644,-98.56227224137473
386,1.0,63.40426920181593,-98.05117884895641
387,1.0,64.34928187176531,-98.68003232710761
388,1.0000000000000002,62.97603824187455,-97.76516601842535
389,1.0,61.56496665137907,-96.9315591903902
390,1.0,61.37308912282058,-91.57954259571193
391,0.9999999999999999,60.548994669905994,-89.57379755357536
392,0.9999999999999998,59.542968973396135,-88.92323902648847
393,1.0,58.7263043318654,-87.36756513101352
394,0.9999999999999998,58.707466201866566,-85.54161799360075
395,1.0,57.887551954672126,-83.98007573060464
396,1.0,57.064596117832195,-82.4196270618764
397,1.0,56.832233928795844,-81.4387462020986
398,1.0,55.91800936566965,-78.2760464192395
399,0.9999999999999999,55.106224811108106,-76.67153574940637
400,1.0,53.42001008813943,-73.65027828163915
401,1.0000000000000002,51.79008582093943,-70.52125126822027
402,1.0,50.036636369877606,-66.10153714589251
403,1.0000000000000002,48.61992701867288,-59.51426629366842
404,1.0,48.54015337496186,-53.889948779766485
405,1.0000000000000002,47.37007103918927,-51.40991246279399
406,1.0,46.86692934876324,-49.49413804976234
407,1.0000000000000002,45.419281857908516,-47.61296637516792
408,0.9999999999999999,45.45729900509674,-45.084715235723365
409,1.0,44.41061614349216,-42.304623862832635
410,1.0,44.099341292959274,-40.19553412557487
411,0.9999999999999999,43.12133707043414,-37.245385042687936
412,1.0000000000000002,42.39428817579784,-34.62960323586555
413,0.9999999999999999,43.347862668083565,-31.040045302822246
414,1.0000000000000002,43.03141862342585,-27.66675729228436
415,1.0000000000000002,42.42022551909186,-22.955381079580008
416,1.0000000000000002,40.66690698294326,-18.61761275086076
417,1.0,40.32141449641318,-12.861735406452551
418,1.0,41.54336282431316,-9.068494301439342
419,1.0000000000000002,41.41828714030675,-4.093024439756875
420,1.0000000000000002,41.233040402967205,0.08628875933050806
421,1.0,41.59250440629494,1.5637082198505157
422,1.0000000000000002,41.77650752108656,6.513004955339316
423,1.0,40.4726014020319,11.898722129564138
424,1.0,41.370288273291315,14.765816389002318
425,0.9999999999999999,42.640704869145466,18.08311585170486
426,1.0000000000000002,42.730321798049296,21.501434324047903
427,0.9999999999999999,42.48722544716597,24.423023032091898
428,1.0,43.79331852303516,28.882545218349264
429,1.0000000000000002,44.15312833265216,33.03112990422753
430,0.9999999999999999,45.37540742570423,36.312468986520884
431,1.0,45.94301036373107,37.49265333305034
432,1.0,45.48488883793152,40.16082978787366
433,0.9999999999999999,46.07520403623289,41.30315883128272
434,1.0000000000000002,46.66763505515098,42.427579736966365
435,1.0000000000000002,45.9263095100117,44.12480939764376
436,1.0000000000000002,46.36526179246103,45.98211716322419
437,1.0,46.972956388986255,47.066677810964705
438,1.0000000000000002,46.23807850216502,48.784306156388595
439,0.9999999999999999,46.84657606518924,49.84474585816145
440,1.0,45.375878428848885,51.33008132083167
441,1.0,47.343787225455465,51.68167113603255
442,0.9999999999999999,46.61661815272728,53.413119819382686
443,1.0000000000000002,45.798109679246046,56.00725404304584
444,0.9999999999999998,46.4288059972723,57.89072458056761
445,0.9999999999999998,46.4288059972723,57.89072458056761
446,1.0,47.05305330223357,58.87602078849866
447,1.0,47.05305330223357,58.87602078849866
448,0.9999999999999999,47.03817409097785,59.75700781557702
449,1.0,46.97202882803455,60.63707181637988
450,0.9999999999999999,47.03817409097785,59.75700781557702
451,0.9999999999999999,46.4189844138529,58.77197216734358
452,0.9999999999999999,46.4189844138529,58.77197216734358
453,1.0,46.631395026014225,56.056914839625335
454,0.9999999999999999,46.63632378230455,55.175510843043206
455,1.0,46.311431914767425,51.4243555367287
456,0.9999999999999998,46.63867509245053,47.86101869126428
457,1.0000000000000002,47.21707585315726,41.55819976195988
458,1.0,48.652491760379014,33.698594318016404
459,1.0000000000000002,51.270145576634654,24.766942868202793
460,0.9999999999999999,52.369562971818006,14.229292504453753
461,1.0000000000000002,53.208102871888826,5.038505822483217
462,1.0,53.4895563424209,-3.8431890181058823
463,0.9999999999999999,53.8216050914919,-12.362871507741955
464,1.0,52.83243819539607,-16.257065244824602
465,1.0000000000000002,54.880193599720826,-19.640719750087605
466,1.0,59.15779248785276,-23.781821348492592
467,1.0,61.82804491709313,-26.66689730053476
468,1.0000000000000002,60.171660236449384,-30.13108029109056
469,0.9999999999999999,58.70082746229697,-32.80282275114438
470,1.0,58.15415463326602,-33.87396583636228
471,1.0000000000000002,58.46838857627171,-37.38771397782497
472,1.0000000000000002,60.072560181489116,-39.920392139985424
473,0.9999999999999999,59.609433274455526,-44.84991316709434
474,1.0,59.7167494093697,-50.12854841901964
475,1.0,56.55213750631507,-55.826878329744176
476,1.0,56.465825147719656,-57.882445083294606
477,1.0,59.190652448860284,-57.72878417355029
478,0.9999999999999998,61.64227283808425,-56.35674274098524
479,0.9999999999999999,63.527540613297994,-55.74795081438101
480,1.0,63.562237756020934,-58.1403639405035
481,0.9999999999999998,60.95154363054169,-61.570951166913865
482,1.0,58.28746149810636,-64.46746704251694
483,1.0,58.73471527316865,-68.5093670828862
484,1.0,56.550415458765,-71.36210518452987
485,1.0,54.80606550626587,-75.86847350377607
486,0.9999999999999999,53.52465038613529,-79.12299700205577
487,0.9999999999999999,52.97778173429304,-82.2665778691946
488,1.0,51.37424694734665,-85.08890287284656
489,1.0,49.485964276337555,-89.85653432582758
490,1.0000000000000002,47.09351346257611,-94.21392975711844
491,1.0,44.95799311369184,-97.03902724992551
492,0.9999999999999999,43.54008791007495,-102.03206199684212
493,1.0000000000000002,41.96188882835149,-108.2211595930449
494,1.0,39.93176219942577,-118.4422770954374
495,1.0,36.942687505881956,-130.39370214935812
